review,label
giao hàng châm trễ hàng giao lỗi không sử_dụng,0
chất_lượng phù_hợp giá tiền,1
nhận hàng lần đun nước đầu_tiên bị sét quá thất_vọng về sản_phẩm,0
ốp chống tốt không hàng trôi_nổi thị_trường,1
ngon tầm giá tai đeo nhẹ thoải_mái hợp_lý,1
ok,1
sốt cà_chua thơm ngon nắp giật tiện_lợi dễ mở,1
ko bơm bơm xe_đạp thành mảnh đồ bơm xe không bơm xe_đạp nổi,0
bóng_đèn ánh_sáng quá tối,0
đèn hơi nóng sử_dụng lâu,0
chất_liệu kính cường_lực chất_lượng cao,1
chất_lượng âm_thanh tệ,0
thiết_kế mịn_màng sang_trọng dễ sử_dụng cài_đặt âm_thanh rõ_ràng chất_lượng âm_thanh tuyệt_vời,1
mũ_bảo_hiểm tuyệt_vời cho chuyến đi xe_máy thiết_kế dễ_thương chất_lượng cao xuất_sắc cho các cuộc phiêu_lưu ngoài_trời,1
phần khớp hơi lỏng nên bị rớt phần bóng_đèn xuống lấy giấy chêm khá bất_tiện,1
tốt,1
tiện dùng phẳng tóm_lại tốt chất_lượng theo thời_gian mới biết,1
không phai màu bong tróc đa_năng cho các bề_mặt khác nhau màu_sắc rực_rỡ,1
đèn sử_dụng lâu nóng tự tắt cho hỏi thông_tin bảo_hành,0
mọi người nên suy_nghĩ lựa_chọn mua về ăn cứng không ăn lần thất_vọng quá,0
ko lên_đèn không dùng kể_cả thay pin khác,0
nhận hàng giống mô_tả kính đọc sách hai tròn nhìn xa nhìn ngần tiện cảm_ơn cửa_hàng nha lần ủng_hộ cửa_hàng nữa nè,1
mới dùng thử thấy tốt nhanh sôi,1
mũ xinh đẹp chắc_chắn xịn lắm nha màu sơn đẹp kính chất_lượng điểm,1
đẹp nha mua quần cửa_hàng rẻ đẹp hợp mốt mặc êm lắm thích kiểu lưng thun nên cửa_hàng kiểu quần lưng thun mua hầu_như đủ,1
mua về không_thể bật sáng,0
san pham tot,1
vòi khớp nối không cùng số không lắp không dùng luôn,0
mua tặng nhận chỉ chủ_quan không quay video nên đành chịu không nên mua tiếp,0
sản_phẩm giả_mạo,0
hình_ảnh khuyến_mãi làm_khách hàng lầm tưởng chữ khuyến_mãi tặng thì to tổ_chảng chữ từ thì bé tí lại đăng sale làm_khách không chú_ý mấy chục nghìn chẳng đáng vẫn khó chiu,0
hàng giao giống mô_tả đầu thu usb mặt lưng tháo nắp thấy cắm máy_tính windows sử_dụng ngay không cần cài thêm driver chuột bấm êm kích_thước tay bàn_tay không quá to nhé các,1
hàng phù_hợp túi_tiền bền,1
đường may chi ẩu khui ra thấy rách không vui mua lỗi anh_em suy_nghĩ kỹ mua,0
nhỏ gọn tiện_lợi,1
sản_phẩm ok,1
balo đẹp khá chắc_chắn,1
quá tệ dây kéo không quà tặng thua đồ_chơi đồng_hồ trầy sước không sử_dụng,0
thấy màu đẹp nha mực ra đều rõ màu lắm quả đủ so nhu_cầu,1
sản_phẩm chất_lượng kiểu_dáng gọn_nhẹ dễ lắp_đặt sử_dụng giá_cả rẻ,1
nhắn kêu cửa_hàng kiểm_tra hàng giao hàng không bị vẫn đưa hàng trầy_xước gia_công chi_tiết dạng lỗ lỗi quá_trời khó bắt ốc thiệt sự không đáng tiền bỏ ra chán cửa_hàng,0
sản_phẩm không vấn_đề shipper tiki quá tệ gọi điện quát_tháo mắng_chửi nói_chuyện nhẹ_nhàng,0
sản_phẩm bị thiếu mất_giá đỡ không_thể dùng,0
mua về thay cho con màu xanh tương_tự gần năm dùng click không kêu tiếng im_lặng,1
đẹp,1
xài ổn so mức giá,1
đẹp nên mua nha mọi người,1
giấy dùng kém chất_lượng,0
âm_thanh ổn hơi nóng một xíu,1
nên mua giới_thiệu cho bạn_bè,1
kém chất_lượng,0
đèn đẹp hiện_đại tiện_ích giao hàng nhanh hài_lòng,1
vải mềm_mại tốt,1
logitech bấm êm cầm lên chất_lượng build thích,1
dễ sử_dụng chất_lượng cao,1
hàng tệ xấu,0
giao hàng chậm nhân_viên tư_vấn kém_cỏi thiếu tôn_trọng khách_hàng,0
giao hàng siêu siêu nhanh chất_lượng lắm lắm luôn nha mọi người,1
cửa_hàng giao hàng thiếu quà tặng hay vẫn chuyển bể thùng đơn hàng thất_lạc quà tặng,0
nút bật không hàng bị lỗi giờ nấu bật kiểu cây nhỏ cứng đau tay,0
hàng khôngchất lượng nước lỏng không mùi thơm đó mọi người né cửa_hàng ra nha,0
hàng oke nha,1
kết_nối chậm lần truy_cập chờ lâu,0
chuột xài thích êm mềm mượt không để chê các nên mua nha,1
tạm sản_phẩm nhìn hơi dại,0
tui không hề nhận quà tặng luôn cửa_hàng lừa_đảo liên_hệ hổ trợ_thì không ai trả_lời toàn tin nhắn tự_động,0
chất_lượng tốt,1
sản_phẩm rât tôt,1
nghe khá ổn khỏi dây_nhợ lằng_nhằng,1
giao đúng hàng sử_dụng,1
chân yếu chất_lượng nhựa kém,0
hàng giao chậm lazada không chính_sách đền_bù nhắn_tin yêu_cầu kiểm_tra thì báo hệ_thống không gửi,0
chưa nhận hàng,0
chất_lượng không tốt,0
thất_vọng giấy mỏng đợt mẫu cũ màu tím ghi tờ lớp còn mẫu mới ghi rút,0
chuột vẫn chạy không lên_đèn mất_lòng tin sản_phẩm nhà bán,0
tuyệt_vời ưng_ý,1
vỏ tạm ổn,1
chuột bấm không ồn cầm đầm tay nắp pin khít không kêu lách_cách giống viền cao_su nên cầm chuột êm dễ bám bẩn khó chùi mặc_dù dùng cồn,0
chot giua chan den va than den bi long nen den bi cup xuong không su dung duoc vui long cho minh gui tra san pham,0
tệ không dùng luôn,0
chính hãng,1
bề_mặt gương tiện_lợi dễ_dàng vệ_sinh màn_hình lcd led dễ đọc đo_lường cực_kỳ chính_xác,1
hoàn_thành hoạt_động tốt hiệu_quả cao chất_lượng sản_phẩm phù_hợp để xem máy tốt,1
hàng mua giữ nhiệt kém tiki giải_quyết giúp chuyện,0
bình mới mua về đổ nước nóng thấy bình nóng nước thì không còn nóng thật thất_vọng,0
sản_phẩm giấy đợt không giống đợt giấy thô không mịn màu hơi ngà không giống hình thất_vọng,0
mua phần nắp chặn đá lại không móc để kéo lên rõ đó mua mua bình thứ thì không,0
không mềm mịn không hài_lòng,0
nồi nhanh sôi nha tui từng dùng nên tìm mua nấu mì ăn lẩu thì ngon khỏi chê,1
giao hàng nhanh sản_phẩm giống mô_tả đóng_gói bình_thường,1
tay nghe không ôm tai chất_lượng ấm tốt,1
thiết_kế tiện_lợi trải_nghiệm sạc dễ_dàng,1
tốt giới_thiệu cho bạn_bè người thân,1
túi ổn ngăn ngăn kín đựng ví dây điều_chỉnh độ dài khá tiện,1
sản_phẩm phù_hợp giá,1
sản_phẩm khó sử_dụng giữ điện_thoại không chắc,0
nấu nhanh nồi khuyến_mãi cg ok công_suất vừa_phải,1
đúng mẫu_mã sản_phẩm chất_lượng tốt giao hàng nhanh,1
không quà tặng,0
dầu_gội dỏm,0
mua chục duy_nhất bị lỗi không xài,0
nhẹ thoải_mái mặt_nạ hàn_xì chất_lượng cao bảo_vệ tuyệt_vời,1
giao hàng nhanh,1
mua loại sản_phẩm thương_hiệu đều hài_lòng,1
chất_lượng quá tồi không đúng quảng_cáo,0
tưởng mua tặng ai_ngờ hộp,0
khách_hàng lâu năm tiki lần đặc_biệt thất_vọng đơn hàng đặt từ gần tháng không thấy giao hàng,0
không thơm,0
chiếu mịn nằm dễ_chịu,1
không hài_lòng nhận sản_phẩm bị xì chân_không chảy nước cửa_hàng lại để vô bị ch khác hàn mép lại giao cho,0
bếp chạy ổn dùng tháng chưa thấy vấn_đề,1
bán hàng giao không đúng mẫu quá tệ mủ dởm xấu,0
cá hôi cực_kì không gửi nổi không sử_dụng bỏ cực_kì tệ,0
sản_phẩm chất_lượng chất_liệu bền xứng_đáng giá tiền,1
sản_phẩm tốt nghe to rõ pin nghe lâu nói_chung tuyệt_vời nên mua,1
cứng lắm cũng,0
bếp nóng nhanh tắt bếp tắt tiếng cũng khá lẹ nút bấm dễ sử_dụng,1
tốt,1
không thẻ nhớ kèm theo sản_phẩm,0
thiết_kế nói_chung mũ đẹp đều đẹp,1
không sản_phẩm tặng quảng_cáo,0
thiết_kế sang_trọng hấp_dẫn chất_liệu nhựa bền_bỉ lớp chống dính giúp dễ_dàng vệ_sinh nhìn thì đẹp chưa sử_dụng cảm_ơn cửa_hàng nha,1
bán hàng gây hiểu nhầm dòng chữ thêm lần giỏ hàng để nhận ưu_đãi nhỏ tí lần thất sự thất_vọng,0
tệ quá bị sét mới dùng thôi,0
bình_thường chấp_nhận cước_phí giao hàng hơi cao,0
sản_phẩm bị khui tách hộp đó,0
chuột bấm im quảng_cáo tốt,1
âm_thanh tốt tiện cho công_việc dịch_chuyển không cần cắm dây,1
làm_ăn gian_dối ghi tặng đồng_hồ không,0
siêu mỏng nhẹ thiết_kế suốt tuyệt đẹp tương_thích phụ_kiện magsafe sản_phẩm quá ổn giá nhẹ cầm điện_thoại dễ_chịu,1
sản_phẩm dùng ổn tiếng đèn hơi khó_chịu chế_độ nhỏ,1
hàng mới bị móp méo yêu_cầu tiki báo cửa_hàng cho đổi hàng lại thất_vọng,0
đồ dỏm cắm điện lên không không lên điện thì mới mua không xài,0
gửi cá thối rữa mang về mở ra miếng cá rữa nát không ăn nhắn_tin trả hàng thì im ru mù_chữ quá tệ mọi người đừng mua,0
giao hàng đúng dự_kiến nhân_viên giao hàng vui_vẻ,1
bảo combo mua tặng chỉ gửi hộp,0
chất_lượng âm quá tệ,0
chuột ok nhe,1
thảm giao ngoaì gói khá cẩn_thận mở ra nilon bị rách thảm cũng xước mất miếng,0
hài_lòng màu đẹp,1
sản_phẩm không mong_đợi check mã_vạch không,0
dầu_gội tệ lắm,0
giao hàng_thùng móp nắp bị cấn móp,0
chất_lượng quá kém so quảng_cáo,0
quảng_cáo mua thực_tế chỉ hộp thôi lừa_đảo nhé,0
cửa_hàng giao đúng mẫu đúng sản_phẩm đúng màu đủ số_lượng gói hàng đẹp cẩn_thận tem dán,1
lòng nồi không tháo rời khó vệ_sinh nguy_hiểm rửa mạch điện đáy nồi không thực_hiện trả hàng,0
đáng mua tầm giá,1
đúng tiền nào chuột đó,1
xài tốt kiêu ầm_ầm chuột thường chứ không silen quảng_cáo tối ngủ không dám click sợ cã nhà thức giất,0
chất_lượng âm quá tệ,0
ok lắm,1
chất_lượng âm_thanh tốt tầm giá miếng đệm tai hơi cứng,1
chuyển_phát cực nhanh thật_ra một những yếu_tố làm_khách hàng không kịp suy_nghĩ về huỷ đơn chuột xài êm nhé mọi người thích_hợp dùng cho văn_phòng,1
balo đẹp chắc_chắn giá tiền thì thực_sự mong_đợi,1
mua lần thứ đang dùng thấy ok quá mua thêm dự_phòng hàng tốt,1
còn đồ bền thì xài một thời_gian mới biết cám_ơn cửa_hàng hàng ngon,1
hài_lòng những sản_phẩm tốt uy_tín các nhà bán hàng chuẩn cửa_hàng quảng_cáo mẫu_mã đẹp chất,1
quảng_cáo ống nước áp_lực cao thật quá tệ mỏng quá mềm không_thể chấp_nhận,0
dễ sử_dụng cực dễ sử_dụng,1
ngon ngon,1
pin dùng khoảng tiếng yếu thông_số khá chất_lượng đèn không đáng giá tiền,0
giao hàng đúng thời_hạn đóng_gói cẩn_thận hàng đúng mô_tả,1
dùng tốt,1
thảm đẹp mở ra kiểm_tra thì bị rách phần mép bị lõm thân thảm tiki vui_lòng hỗ_trợ đổi lại thảm mới cám_ơn tiki,0
nhận hàng không rõ nên đặt miếng giờ đặt thêm miếng dài giao hàng nhanh đóng_gói ổn thảm đẹp,1
cứ tưởng xuất sứ hàn_quốc mà_lại trung_quốc thất_vọng,0
giao không đúng sản_phẩm đặt đèn cắm dây giao đèn kèm dây sạc đề_nghị đổi lại,0
không bọt cũng không mùi thơm đúng hàng rẻ không nên mua,0
hàng về mẫu đẹp đúng hình quảng_cáo cửa_hàng xài ok nha mọi người nên mua,1
đèn chỉ mức sáng thực_sự chỉ mức nhìn_chung vẫn hài_lòng thiết_kế khá đẹp,1
thất_thoát,0
ngồi êm thoáng mát tựa lưng chắc_chắn không tạo cảm_giác bật ngửa ra,1
vừa_vặn hoàn_hảo cho các dòng iphone thiết_kế mỏng nhẹ sang_trọng bảo_vệ điện_thoại khỏi trầy_xước,1
giao hàng đúng lịch hẹn đóng_gói sản_phẩm cẩn_thận dùng tốt đáng tiền áp mã giảm_giá nên giá tốt,1
mọi người lưu_ý máy dởm thật_sự xài vứt sọt rác,0
ghế đẹp êm hình_ảnh cửa_hàng giao hàng nhanh_chóng,1
sản_phẩm bị lỗi kết_nối mạng không ổn_định đổi mạng cũng không,0
nhận hàng sản_phẩm bị thủng chỗ yêu_cầu đổi lại sản_phẩm khác ảnh chụp rõ_ràng vết thủng,0
đơn_vị vận_chuyển tiki quá tệ nhãn chú_ý hãng dễ võ lần nào hộp cũng méo_mó hệ_thống bảo hàng giao trễ mới nhận,0
mới cắm chưa mùi khét_lẹt sợ cháy nổ rút vội vỏ nhựa bao quanh nồi nhất_là phần đáy nóng ran chỉ sợ cắm thêm tý nữa thì bị chảy ra mất,0
chất_lượng chất_liệu bền đáng_giá tiền giao hàng nhanh đóng_gói cẩn_thận,1
hàng giao lâu dự_kiến,0
dùng ổn,1
cửa_hàng giao nhanh trầy tróc xíu vận_chuyển góc khuất nên không thành vấn_đề,1
giao thiếu hàng giấy_vệ_sinh hứa_hẹn trả vẫn chưa thấy,0
mới mua hỏng bảo_hành ra,0
máy cần đầm chắc sản_phẩm mô đúng hình giao hàng nhanh chất_lượng thì chờ thời_gian mới biết hiện_tại thấy ổn cho cửa_hàng,1
hàng nhận chất_lượng tốt giao hàng nhanh người giao hàng nhiệt_tình,1
dùng ok tư_vấn tận_tình,1
hài_lòng về sản_phẩm đèn nhẹ dịu mắt không gây loá mỏi_mắt đọc sách đèn dễ sử_dụng thiết_kế hiện_đại,1
không thơm nha,0
thiết_kế tiện_lợi trải_nghiệm sạc dễ_dàng,1
ghế đẹp chắc_chắn thoải_mái,1
hàng kém chất_lượng,0
sản_phẩm tốt sử_dụng ok công_nhận sợi cáp to mềm cũng dài nữa màu_sắc cũng đẹp chắc_chắn ok sạc thử thì thấy sạc nhanh nha,1
hàng new trầy sử lý chậm,0
sản_phẩm nhận cửa_hàng đóng_gói cẩn_thận vận_chuyển ok mua áp xu nên giá rẻ còn cho thùng lốc nhé chất_lượng nha,1
sản_phẩm công_ty gấp mép kì quá,0
mua về không nấu luôn bực_mình,0
tạo cảm_giác mát lạnh da đầu hương thơm sảng_khoái sảng_khoái để lại một hương thơm dễ_chịu rửa sạch phù_hợp cho nam nữ,1
mũ giá rẻ giao hàng nhanh nên mua,1
nhận hàng xong nay đang ra dùng thấy đèn chuột không sáng mặc_dù vẫn hoạt_động đang đề_nghị đổi trả,0
sản_phẩm giống mô_tả ok khá chắc_chắn,1
không hài_lòng về chất_lượng thanh sắt yếu gắn điện_thoại bị đong_đưa không cố_định,0
camera mạng yếu khó kết_nối lại,0
sản_phẩm tốt xài êm,1
âm_thanh rõ_ràng kết_nối không dây tiện_lợi thiết_kế mịn_màng sang_trọng thoải_mái đeo giờ,1
mua đọc rõ_ràng thấy sản_phẩm kèm thẻ nhớ nhận hàng thì camera không thẻ nhớ đâu bán giảm_giá kiểu đảo quá,0
sản_phẩm đúng quảng_cáo chất_lượng tốt đóng_gói cẩn_thận giao hàng nhanh,1
mũ xinh giá đó có_thể mua chiếc mũ thì cũng không đòi_hỏi thêm,1
nghĩ chất_lượng tạm ổn,0
đóng_gói chắc_chắn,1
đẹp nha,1
phí giao hàng để cho đơn hàng nước lại chậm so thông_báo thật khó thông_cảm,0
nhận hôm_qua mở ra chiên khô bị bã bóc mùi hôi khắp nhà thật thất_vọng không dám đặt nữa,0
quá giỡ nắp khó vặn yêu_cầu đổi,0
loại dùng ổn bền khá ok giá hợp_lý,1
đẹp tuyệt_vời,1
chất_lượng kém,0
xấu quá lại quá bé to túi lên mới đẹp,0
sensor tuyêt vời độ lag hầu_như không nhận ra chấp_nhận,1
ghế bị hỏng một năm sử_dụng mâm ghế mối hàn chất_lượng kém dẫn bị gãy,0
hàng mỏng_manh đồ_chơi trẻ_em dễ bể lắm,0
ok,1
nhận thời_gian dự_kiến,1
màu xấu đau_đớn luôn,0
hộp sữa mới khui mọt,0
đèn xài ok kiểu_dáng đẹp sang_trọng sử chức_năng tích điện thì pin nhanh chỉ tiếc chi_tiết nhỏ đó thôi,1
hình_mẫu mới giao hàng mẫu cũ thất_vọng về khâu bán hàng,0
tính_năng tốt có_thể dùng sản_phẩm để sạc cho điện_thoại hỗ_trợ sạc nhanh,1
dịch_vụ tệ,0
mới dùng chưa biết những ban_đầu thấy tốt cảm_ơn tiki,1
quá tệ,0
hoàn_hảo cho sử_dụng hàng thúc_đẩy tóc khoẻ bóng mượt,1
thất_vọng hàng_hoá nhận hàng nhân bị móp nấp nồi hàng giao không bao_gồm quà tặng hộp thuỷ_tinh giới_thiệu,0
cổng usb sạc dự_phòng không sạc điện_thoại đèn cắm sạc sử_dụng cổng usb,0
đáng giới_thiệu,1
đóng_gói sơ_sài giao tới lon bị móp,0
di ch vu tô nha,1
quảng_cáo láo mua combo tặng combo nhận chỉ một mọi người cảnh_giác để không bị lừa nha,0
tốt quá phù_hợp gia_đình,1
ghế nhìn khá ổn,1
mới dùng thấy chắc_chắn sản_phẩm nói_chung,1
hàng không còn vỏ hộp chỉ bọc lại bằng nilon,0
đèn mới mua thì sáng tốt dùng tuần thì bắt_đầu mờ giờ không còn sáng nữa không_thể điều_chỉnh độ sáng nữa sản_phẩm không nên mua,0
sản phầm quá tệ không lắp_ráp nên mua về không sử_dụng,0
kẹp trầy sơn đỏ lem màu không đều bị trầy dù mua tận kẹp để thử,0
chất_lượng kém,0
hàng ok rẻ nhìn có_vẻ bé vẫn lap in hài_lòng,1
không nắp để_chế nước uống,0
hàng đẹp đường kim nước chỉ ok giá_thành thấp sản_phẩm hợp_lí ngăn cửa_hàng uy_tín đánh_giá cửa_hàng hợp_lí tinh_tuý cần thêm ủng_hộ cửa_hàng tiếp,1
sản_phẩm không tốt bị lỗi miệng nắp nắp bị hỡ đề_nghị đổi trả sản_phẩm,0
phù_hợp cho nam nữ giúp ngăn_ngừa rụng tóc thúc_đẩy sự phát_triển giúp giảm gàu ngứa da đầu giá_trị tuyệt_vời cho tiền_bạc,1
ok,1
nhỏ_nhẹ tay kết_nối tốt,1
bình xài chưa tới tháng thì không giữ nhiệt nữa,0
hàng giả_mạo hương thơm thì nhẹ bọt cảm_giác mát nhẹ phí tiền mua,0
nhâ ha ng thâ nă bi nh đa hen ri cu va xươ kha nhiê,0
nhận hàng mở ra quá thất_vọng đóng_gói quá tệ nước giặt đổ ra bẩn,0
nhận hàng kết_quả không mong_đợi nhé hình một ngã giao một nẻo hình logo giao hàng không logo sản_phẩm chỉ mội bao_bì in tin như_thế_nào,0
đẹp lắm kích_thước vừa_vặn in hình đẹp hợp giá_cả mọi người nên mua ủng_hộ lâu_dài,1
quá thất_vọng chất_lượng lần mua âm_thanh nhỏ mức chấp_nhận,0
không nút back and forward dùng logitech options chỉnh middle click thành gesture button cho tính_năng phần_mềm thực_sự tiện,1
hình_thức đẹp balo ngăn đựng để laptop đế tản nhiệt,1
nguyên seal nguyên kiện giao hàng nhanh chuột xài con thứ bền không hư_hao dễ_chịu nên mua nhé,1
mũ nửa đầu chọn loaji không kính cũng không lưỡi_trai luôn,1
sản_phẩm tốt đẹp màu rat ưng_ý quay lại ủng_hộ cửa_hàng nữa bán hàng uy_tín,1
hoàn_hảo cho công_việc giải_trí,1
nhựa tái_chế tệ,0
giao hàng chậm_trễ gây bức_xúc cho khách_hàng,0
đề_nghị tiki hỗ_trợ mới mua hôm chưa dùng nay bị hỏng không dùng mong tiki phản_hồi sớm,0
bụi,0
mới nhận chuột đẹp cầm dính tay bấm không gây tiếng ồn,1
chất_liệu dây mềm dễ bị cúp ống,0
bụi,0
mọi người không nên mua hàng_không thơm,0
hàng đẹp chất_lượng tốt thị_trường khó kiếm chiếc đèn nào giá_thành chất_lượng có_thể tốt cảm_ơn cửa_hàng,1
hoàn_hảo cho một bữa ăn nhẹ nhanh_chóng dinh_dưỡng bao_bì tiện_lợi để mang theo,1
mũ nha shipper nhiệt_huyết nói_chung điểm,1
thiết_kế nói_chung mũ đẹp đều đẹp,1
kém chất_lượng,0
một món không_thể bỏ_qua cho những người yêu thích ẩm_thực sự lựa_chọn hoàn_hảo cho dịp đặc_biệt bao_bì tiện_lợi dễ sử_dụng tạng cửa_hàng,1
không thơm nha,0
tệ chữ tệ màu_sắc xấu lắp vô không chắc động tới sứt ra,0
sản_phẩm bị lỗi,0
thiết_kế đẹp lắm,1
đáy nồi mỏng nấu lần cửa_hàng mô_tả không giống thực_tế nhận,0
giao hàng nhanh đun thấy nhanh sôi oke,1
tốt,1
sản_phẩm đúng mô_tả cửa_hàng khuyến_mãi thêm chai tinh_dầu sử_dụng cho phòng khoảng,1
vỏ chuột không giống nhau về nhãn_mác phải_chăng bán hàng_không trung_thực thực_sự thất_vọng,0
sản_phẩm đóng_gói chất_lượng tốt tiki giao hàng nhanh_chóng chất_lượng sản_phẩm đúng mong_đợi,1
xuất_sắc cho các cuộc phiêu_lưu ngoài_trời,1
xài ok lắm mọi ng vải dày hơi lâu,1
tốt,1
tốt,1
mua camera thẻ nhớ gb cửa_hàng giao hàng camera thẻ nhớt gb nhắn_tin cho cửa_hàng không thèm trả_lời khách_hàng cửa_hàng làm_ăn treo đầu dê bán thịt chó,0
chuột xài êm thấy mọi người than vỏ bị mở chứ ngồi gỡ vỏ ra mệt xỉu nói_chung,1
không mềm mịn không hài_lòng,0
đóng_gói tệ hộp bị bung keo hộp đựng gia_vị cũ hay mở ra toàn dòi gớm không_thể sử_dụng,0
cam thì đẹp mua gói sử_dụng không hài_lòng về bắt mua gói sử_dụng,0
chuột dùng êm nhà bán để sẵn pin hi_vọng dùng bền,1
hàng kèm cũ sứt_mẻ,0
hàng xài ổn nhà mọi người thấy nên mua,1
giao thiếu hàng quay vd lại gửi cho cửa_hàng thì cửa_hàng bảo có_thể hàng thùng mì yêu_cầu quay lại mở thùng mì mở không thấy,0
quá hợp nhu_cầu sử_dụng,1
tuyệt,1
mic hát nhỏ rè chán khá thất_vọng so những đánh_giá muốn đổi trả thì ntn,0
giao hàng nhanh sản_phẩm đúng mẫu chọn_lựa chọn ủng_hộ cửa_hàng thời_gian dài,1
mua bình sử_dụng chưa bao_lâu tróc sơn quá tệ cho,0
chuột đưa hình sản_phẩm không giống thực_tế mã sn hộp cũng không giống mã sản_phẩm,0
thiết_kế chắc_chắn bền_bỉ chất_liệu kính cường_lực chất_lượng cao,1
giao hàng nhanh đóng_gói cẩn_thận vendor báo mới nhận hàng nhận sớm một sản_phẩm đẹp cầm_chắc tay,1
sản_phẩm tốt đẹp chất_lượng,1
giao nhanh hàng chính hãng bảo_hành digiworld nút êm,1
đèn sáng yếu lắm các không quảng_cáo các comment đâu thấy phí tiền lắm ấy,0
hàng ok,1
bao_bì bao_bì tiện_lợi dễ sử_dụng,1
tốt tầm giá,1
kẹp bị dính bụi,0
sản_phẩm chất_lượng đúng mô_tả đóng_gói chắc_chắn đáng tiền giao hàng nhanh không thời_gian chụp hình nên lấy đỡ hình mạng up,1
êm nhung mượt_mà nhẹ_nhàng chuột no,1
tốt,1
đóng_gói cẩn_thận cửa_hàng_giáo hàng nhanh sản_phẩm tốt,1
hàng đẹp xài êm,1
tiki bán hàng lỗi cho khách_hàng sản_phẩm thế_này giao cho khách đồng_ý sản_phẩm giá ok lỗi quá lớn thì không chấp_nhận đâu,0
nhỏ gọn rẻ_tiền dễ sử_dụng thiết_kế sang_trọng đẹp_mắt,1
màn_hình bị lỗi yêu_cầu trả hàng,0
về cơ_bản thì không nên mua nhựa không đảm_bảo an_toàn thực_phẩm,0
không hài_lòng nhận hàng bị bể miếng mica phía,0
nhận dầu_gội đầu giá_trị tuyệt_vời cho tiền_bạc tạo cảm_giác mát lạnh da đầu giúp giảm gàu ngứa da đầu,1
sản_phẩm tốt đẹp giao hàng nhanh_chóng mặc_dù mua lần đầu_tiên thật tuyệt_vời,1
chiếu tốt giao hàng đúng giá ok,1
ok,1
rõ_ràng đơn hàng ghi gói về đếm gói,0
hàng bị lỗi không đổi trả,0
ok,1
không sử_dụng tệ,0
tệ hàng mới chập điện đeo bị điện giật lổ tai quá tệ không nên mua,0
thất_vọng dây tiết_diện nhỏ đúng bằng ngón tay út mỏng tựa trái banh mủ chưa dám gắn xài sợ áp_lực nước mạnh tét dây luôn,0
hàng giao bị hư đường may báo cửa_hàng ng làm_ngơ,0
tai nghe mua pro loại đang xài cửa_hàng giao sai sản_phẩm sản_phẩm nghe nhỏ_xíu âm_thanh không hay các mua phí tiền không hề vui tí nào,0
ngồi êm phù_hợp lưng,1
sản_phẩm tệ ghế_ngồi không hề thoải_mái các chi_tiết lắp_ráp lỏng_lẻo dễ long ốc ra mua ngồi chỉ thêm đau lưng đau hông thôi chứ không tác_dụng khuyên các nên mua ghế nguyên khối ra những siêu_thị nội_thất sử_dụng thử hãy mua chứ mấy dỏm,0
đúng mẫu đẹp,1
xài tốt dùng thời_gian thấy ok,1
