review,label
dùng có mấy tiếng nó hư luôn hàng dỏm,0
đặt màu xanh cơ_bản mà cứ giao màu xám dù có hết hàng cũng phải điện_thoại báo xem khách_hàng có đồng_ý không đằng này cứ giao đại cửa hàng làm_ăn quá kém,0
vỏ và chuột không giống nhau về nhãn_mác phải_chăng là bán hàng_không trung_thực thực_sự thất_vọng,0
kẹp mua về bị gãy không xài được,0
hàng giao thiếu mình chai nhỏ,0
dây mềm đểu lắm không đáng mua dề lắp_đặt khó sử_dụng phí tiền,0
uống chua nhạt chất_lượng tệ không đáng tiền,0
hàng đểu mua về đã thấy rách đánh_giá sao,0
chất_liệu nệm không tốt so với giá tiền ghế,0
mới mua đây hỏng rồi bảo_hành ra sao đây,0
mình thấy gói hàng cẩn_thận bên ngoài mà mở ra bị móp khá lớn tại nắp,0
hàng kèm và cũ sứt_mẻ,0
mình mua sản_phẩm cái ổn nhưng cái bị lỗi như hình tiki hỗ_trợ đổi trả giúp mình,0
tiki bán hàng lỗi cho khách_hàng sản_phẩm như thế_này mà giao được cho khách đồng_ý sản_phẩm giá ok nhưng lỗi quá lớn thì không chấp_nhận được đâu,0
tệ lắm,0
tôi đặt chuột màu xanh nhưng nhận được chuột màu đen,0
chức_năng đàm_thoại chiều rất tệ không sử_dụng được ồn rè vang đã mua cái đều cùng tình_trạng,0
số lỗ vít chưa khớp nên cần phải chỉnh,0
check mã_vạch không ra không phải hàng chính hãng,0
vận_chuyển xa nồi nhỏ mỏng mà không đóng_gói đàng_hoàng bên vận_chuyển làm móp hộp lát thử xem có dùng được hay không tiki đợt này khá tệ trong đóng_gói,0
phần đệm caosu của nắp bị móp nên nắp đóng không được khít không giữ được nhiệt,0
còn tệ hơn đồ_chơi con_nít,0
giao sai sản_phẩm không đúng yêu_cầu,0
sản_phẩm giả hàng nhái không có chất_lượng không có mùi thơm,0
bọc đồ không cẩn_thận không có túi chống sốc,0
sản phân này chất_lượng hơi kém rẻ quá không dùng được nghe rất tệ không dùng được đâu,0
rất thất_vọng với hàng_hoá đã nhận hàng nhân bị móp cái nấp nồi hàng giao không bao_gồm quà tặng hộp thuỷ_tinh như giới_thiệu,0
giao hàng nhanh tuy_nhiên cái đứng được cái không đứng được và ánh_sáng quá tối tôi muốn trả hàng cửa_hàng,0
mình mới mua nhưng kết_nối không ổn_định dù để rất gần với receiver hình_như chuột bị lỗi trên sản_phẩm để mét nhưng mình mới chỉ để cách cánh_tay đã không_thể sử_dụng được chuột,0
chuột logi rất kém hoàn_toàn thất_vọng,0
cá hôi cực_kì không gửi nổi không sử_dụng được phải bỏ hết cực_kì tệ,0
sản_phẩm không được đổi trả trong trường_hợp khách_hàng có nguyện_vọng đổi trả sản_phẩm khi không phù_hợp với nhu_cầu sử_dụng thực_tế quá buồn cho giao_dịch trên tiki,0
tôi đã từng mua bên thái túi màu trắng rất thơm nên nay thấy ghi hàng thái tôi đặt mua liền về sử_dụng chất_lượng xa trời vực giống hàng nhái hàng dỏm mùi hăng hăng chả thơm gì cả chất_lượng tệ,0
không được mềm mịn không hài_lòng,0
đặt đơn hàng mất ngày cửa_hàng mới đóng_gói xong ngày mới giao thành_công đơn hàng cùng tp khác quận thấy online mà chất không hề phản_hồi,0
cửa_hàng ơi đèn bị thiếu dây nguồn rồi,0
chất_lượng quá lâu sôi,0
mở_hàng ra thấy chưa đủ cái mà mấy cái đã rách rồi cửa_hàng lừa_đảo,0
cammera lỗi nói tới lấy cũng không tới làm_ăn không uy_tín,0
cửa_hàng không tư_vấn hàng chuyển ra bắc có mùi không sử_dụng được,0
không có nóng như mong_đợi,0
sử_dụng được ngày có hiện_tượng bị giật lag liên_tục còn lại mọi thứ ổn,0
hàng như đã xài qua hàng cũ tạm_thời xài ổn nên không đòi đổi hàng,0
ca hôi quá hôi luôn cửa_hàng khôngchịu đổi trả hàng cho sao,0
sản_phẩm mua bị lỗi không sử_dụng được giao trể,0
quá dở không như quảng_cáo,0
hàng giao bị vỡ không_thể sử_dụng,0
sản_phẩm mua về dùng được hai lần nấu mì thì đáy nồi bị bông lớp xi mạ sản_phẩm này kém chất_lượng có_thể ảnh_hưởng đến sức_khoẻ người dùng,0
không nghĩ nó hôi vậy luôn không giống mùi bán cửa_hàng chút nào lần đầu_tiên mình dùng nước xả mà ngửi mùi mắc ói luôn xin_lỗi nhưng đây là sự_thật không biết nước xả từ đâu luôn,0
tạm được phần kep dien thoai có_thể sẽ hỏng nhanh do chất luong có_vẻ không ngon,0
hay bị mất kết_nối đang kéo thì đứng luôn,0
nói_chung là tệ giá quá đắt,0
đóng_gói tệ hộp bị bung keo hộp đựng gia_vị cũ hay sao mà mở ra toàn dòi rất gớm không_thể sử_dụng,0
mới mua xài chưa được ngày đã sập nguồnm khởi_động lại không lên luôn mong là tiki hổ trợ,0
ống nhựa mỏng lắm nhé các bạn không biết sao nhưng cái của mình về sử_dụng không được,0
khuyến_cáo mua hàng này nên suy_nghĩ lại tiền nào của đó đã mua bịt và đã so_sánh với hàng mua bên thái nhé,0
hàng giả hàng nhái không nên mua,0
mình nhận được hàng bị lủng khá nhiều lỗ như_vầy mong bên bạn giải_quyết giúp mình,0
giọng không thanh đôi khi không kết_nối được,0
không ổn nhé sử_dụng đúng ngày là đã bị hư ròi hàng đóng_gói cũng sơ_sài,0
tốt nhất không nên dùng,0
túi đựng không vừa với giấy_tờ hàng kém chất_lượng,0
kích_thước nhỏ quá,0
chịu lực tốt ghế khá gọn lắp dễ giao hàng nhanh gói hàng cẩn_thận nhưng tấm nhựa đỡ lưng hơi cứng làm có cảm_giác chưa thoải_mái lắm,0
sản_phẩm tương_đối tốt giống với mô_tả tuy_nhiên thân đèn có_vẻ không chắc_chắn lắm dễ rung lắc với_lại mới sử_dụng một_chút mà đèn đã khá nóng không biết về lâu_dài có vấn_đề gì không,0
hàng giả mong được hỗ_trợ,0
chất_lượng kém nhanh bể,0
hàng giả,0
sản_phẩm bị lỗi kết_nối mạng không ổn_định đã đổi mạng cũng không được,0
tổng_thể không chắc nắp đóng pin lỏng nút on off không nhạy con_lăn giữa lăn nghe tiếng xào_xạc chuột trái phải không chắc cứng nhìn_chung không thấy hài_lòng với mức giá và hàng,0
rất tệ khớp nối lỏng_lẻo trả hàng mua trên tiki rất uy_tín trong việc đổi nếu hàng kém chất_lượng,0
hàng giao bị móp yêu_cầu đổi trả hàng lần vẫn không được shiper không thèm đến lấy hàng muốn tự mang hàng đến bưu_cục thì bảo chưa hỗ_trợ gọi điện lên chăm_sóc khách_hàng cũng không giúp gì hơn,0
chất_lượng kém trong quá_trình sử_dụng hay chập_chờn đến ngày hôm_nay sau khoảng hơn tháng sử_dụng đã không hoạt_động không lên nguồn đã gửi yêu_cầu bảo_hành,0
cửa_hàng xử_lý kém khi sản_phẩm lỗi,0
sản_phẩm không đạt tiêu_chuẩn mua về không sử_dụng đuoc,0
giao hàng bị hư lúc nhận gói hàng rất hôi cá bị bở hết_mình bỏ luôn chứ không ăn được thấy đánh_giá tốt nên mua mà nhận hàng thất_vọng chất cửa_hàng cũng không nhận được phản_hồi,0
mình mua vì thấy có chương_trình mua tặng kèm chai nhỏ nhưng khi nhận hàng lại không có liên_hệ nhà bán hàng thì lại bảo số_lượng hàng tặng có_hạn nên đơn mình mua không được tặng cảm_thấy thất_vọng,0
hàng giao không đúng cỡ hàng lởm xấu chất_lượng kém hy_vọng cải_thiện,0
yếu quá rung lắc khó_chịu khi xem,0
máy_giặt vẫn rung lắc và trôi,0
tay nâg bị sét,0
chán cách làm_việc của cửa_hàng,0
nắp đèn không được chắc_chắn bộ sản_phẩm chỉ có đèn và cáp sạc không có cục sạc để cắm với nguồn điện khá thất_vọng so với những gì mình đọc được từ đánh_giá của khách_hàng khác,0
quảng_cáo thì hay mà sản_phẩm chất_lượng quá tồi yêu cầu hoàn chả đơn hàng,0
đèn sử_dụng lâu nóng là tự tắt cho tôi hỏi thông_tin bảo_hành thế_nào,0
thảm đẹp tuy_nhiên khi mở ra kiểm_tra thì bị rách phần mép và bị lõm thân thảm tiki vui_lòng hỗ_trợ mình đổi lại thảm mới cám_ơn tiki,0
rất nhanh hỏng đặc_biệt phần van và phần giữ hơi,0
độ cao tối_đa quá thấp,0
tệ giao hàng quá lâu dịch_vụ kém,0
dầu_gội dỏm,0
không giống ảnh mô_tả hộp nhựa không chắc_chắn màu ngăn_cách bởi giấy bìa cứng không thấy được để lựa màu sản_phẩm không giống như trên hình,0
hay mất kết_nối phải rút điện ra cắm lại,0
giao hàng không đúng khuyến_mãi nhắn_tin không trả_lời,0
xử_lý đơn hàng rất chậm giao hàng trễ đến ngày đóng_gói và giao hàng không tốt hộp sản_phẩm không nguyên_vẹn,0
đóng_gói sản_phẩm quá kém,0
mua hàng lần lỗi đổi hàng mới dây sạc không vô,0
hàng kém chất_lượng,0
hàng nhựa không được tốt mọi người chú_ý phù_hợp với mình nha,0
không giống như quảng_cáo mùi hương không thơm,0
không có hàng tặng,0
mua nhầm phải hàng hàng giả mọi người né cửa_hàng này ra nha làm_ăn không uy_tín,0
chuột nhảy loạn_xạ mở file excel thôi là coi như không_thể đang từ file này mở liền sang file kia rất thất_vọng,0
giao hàng_thùng móp nắp bị cấn móp,0
sản_phẩm kém chất_lượng,0
nhận hàng xong nay đang ra dùng thấy đèn chuột không sáng mặc_dù nó vẫn hoạt_động đang đề_nghị đổi trả,0
lớp bên ngoài như bị mèo cào khá nhiều hài_lòng chút nào,0
modum hai băng tần không nhận wifi hz mà phải dùng thêm cái router khác mới nhận được wifi tưởng đâu là cái camera này bị lỗi wifi giao hàng thì hộp mốp méo tứ_tung băng keo dán hộp cũng bung,0
đây là cửa_hàng lừa_đảo quảng_cáo thì lốc lon nhưng khi nhận thì chỉ có lon thôi lừa_đảo lừa_đảo lừa_đảo,0
nút bật không có do hàng bị lỗi giờ nấu bật kiểu gì khi cây vừa nhỏ vừa cứng đau tay,0
khi nhận bình giữ nhiệt vô nhà tôi mới mở ra thì thấy nắp bình bị móp tôi đã nấu nước nóng đổ vô thì sờ vào vỏ bình thì nóng chắc bình này đã bị rớt lực mạnh và đã bị nóng ngoài,0
hàng không đúng như quảng_cáo mua chuột không dây logitech hàng chính hãng mà giao cho chuột không dây logi,0
không chắn chắn như đã quảng_cáo,0
dùng được tuần đèn hỏng luôn không sáng nữa quá tiếc tiền,0
chất_lượng ánh_sáng tệ biên_độ xoay kém,0
lần này đóng_gói quá tệ chảy hết bột_giặt,0
thứ nhất đóng_gói sơ_sài hàng điện_tử mà không có chèn giấy hay gì xung_quanh không biết có ảnh_hưởng gì đến tuổi_thọ của chuột không thứ hai là số trên chuột và trên hộp khác nhau,0
khô bị hôi không ăn được,0
chọn mua loại cao_cấp mà giao hàng loại thường vậy cửa_hàng thất_vọng ghê,0
gửi cá thối rữa mang về mở ra miếng cá rữa nát không ăn được nhắn_tin trả hàng thì im ru như mù_chữ quá tệ mọi người đừng mua,0
đơn hàng bể nắp như đã được mở ra trước đó tin_tưởng đặt_hàng tiki trading nhưng lần này quá thất_vọng,0
lần đầu_tiên bị giao hộp bóp_méo nhiều như này không hài_lòng chút nào trước_đây mua nhiều lần không như_thế,0
lúc mua đọc rõ_ràng là thấy sản_phẩm có kèm thẻ nhớ nhưng khi nhận hàng thì cái camera không có thẻ nhớ đâu hết bán giảm_giá kiểu này sao sao sao đảo quá,0
giao hàng không đạt yêu_cầu sản_phẩm bẻ gãy đã bị đứt gần như quá thất_vọng đơn hàng mua nhiều mà cách làm_việc như thế_này chúng_tôi sẽ từ_chối các sản_phẩm còn lại nếu giao đến,0
không tốt bằng lần trước mình thấy đợt này giấy mỏng hơn,0
bán khô sình hôi hôi bị bủn_xỉn không_thể_nào ăn được cửa_hàng bán hàng giả_dối kém chất_lượng,0
chưa nhận được hàng tiki ơi,0
vất_vả khi nhận ghế phải mất thời_gian lắp_ráp,0
cam thì đẹp nhưng phải mua gói sử_dụng không hài_lòng về bắt phải mua gói sử_dụng,0
phần gác chân tạo cảm_giác lỏng_lẻo không chắc_chắn và cũng không phù_hợp với tổng_thể của ghế,0
cân mở ra thấy mỏng và ọp_ẹp mặt sau mỏng và gồ_ghề chứ không cứng_cáp,0
mua cái camera thì cái bị lỗi không kết_nối được wifi cảm_thấy rất bất_tiện,0
mua hai con cả hai con đều bị tình_trạng cái cuộn scroll bị rít khi dùng kêu kít kít rất khó_chịu và chẳng biết khi nào nó hỏng với một thương_hiệu lớn như logitech thì quả_thực quá thất_vọng,0
giao không đúng màu máy bị hư cắm điện theo hư ớng_dẫn không lên_đèn và không phun,0
cửa_hàng bán hàng_không kiểm_tra trước giao hàng lỗi không thấy tem bảo_hành thật không hài_lòng tí nào mới nhận hàng xong găn vào sử_dụng thử nhưng dèn tín_hiệu không sáng,0
giao thiếu sách,0
bán hàng giao không đúng mẫu quá tệ mủ dởm xấu,0
thiết_kế đèn rất yếu đèn bị tự gập lại khi mở đèn ra quá rộng,0
giao hàng quá chậm bình_chánh mà mất ngày mới giao,0
đặt_hàng sai mà cửa_hàng cũng chả thèm hướng_dẫn gì thêm nếu người ta biết rõ các loại cường_lực thì cũng không cần phải nhắn_tin cho cửa_hàng đặt chống nhìn trộm nhưng giao trong suốt,0
nhựa dỏm,0
đèn không có ổ_cắm chỉ có dây cắm usb trong khi lúc mua là loại có ổ_cắm,0
giao không đúng sản_phẩm đặt đèn cắm dây mà giao đèn kèm dây sạc đề_nghị đổi lại,0
sản_phẩm không tốt bị lỗi miệng nắp nắp bị hỡ đề_nghị đổi trả sản_phẩm,0
đóng_gói kiện hàng không kỹ nên trong quá_trình vận_chuyển làm đổ_bể túi bột_giặt ra thùng cảm_thấy rất bực_mình,0
ghế hơi cứng,0
từ đến đá đã tan hết không như giới_thiệu thất_vọng về chất_lượng,0
mình nhận hàng hôm thứ về bây_giờ lắp trên trần nhà mà bị lỗi không lật được hình_ảnh trong khi đó đã thử khắc_phục nhưng không được vậy có được đổi lại không,0
hygiene này hàng giả mùi như mùi comfor chứ không phải mùi của hygiene lưu hương không tốt dù đồ bé mình không phơi ngoài nắng chỉ phơi trong sân_nhà có nắng hắt vào thôi,0
máy_giặt vẫn bị xê_dịch khi chạy,0
không phải cá khô vì là tươi đóng_gói,0
chuột mình mua mới xài được tháng bị chập và hư liên_tục,0
sạc lên pin sạc xong đèn không lên nếu rút sạc,0
chất_lượng nha tệ_hại,0
làm_ăn gian_dối ghi tặng đồng_hồ mà không có,0
tệ hơn chữ tệ màu_sắc xấu lắp vô không chắc động tới là sứt ra,0
mua được tháng mấy ngày nghe mới lần gì đó đã hư rồi,0
kém chất_lượng,0
khô quá mặn mình nghĩ ngon nên lỡ mua kg giờ ăn thấy mặn quá rát cả lưỡi,0
bình mới nhận hàng hôm_qua hôm_nay sử_dụng lần đầu đựng đá nhưng đã bị đọng nước bên ngoài như hình rồi,0
như hình_như hơi yêu,0
ống mềm quá không hiệu_quả,0
rõ_ràng đơn hàng ghi gói về đếm có gói,0
có_lẽ hàng bị lỗi nhìn ngoài đẹp nhưng đáy nồi đã bị oxy_hoá lấm_tấm đun nước sôi rồi lau không ra mua hàng tiki nhiều nhưng cảm_thấy lần này không hài_lòng,0
thật_sự rất mặn trong khi giới_thiệu cá lạt hàng mua lấy dùng mới biết mặn rồi sao trả lại,0
không giống hình mô_tả ngoài đậm lè tím tím chứ không đỏ như trên hình rất tức_giận,0
ổn mới mua về chưa sạc nên đèn hơi yếu khi cắm điện sạc đủ thì xài tốt nhưng đèn elights td mà tìm hoài không thấy mã model td đâu cả nên cảm_giác như xài hàng giả_mạo,0
mua hàng tiki rất nhiều nhưng lần này mình thất_vọng thật_sự hàng vậy thì dùng sao được chứ,0
nồi bể nhắn_tin không trả_lời,0
không hài_lòng khi nhận được sản_phẩm đã bị xì chân_không chảy nước cửa_hàng lại để vô bị ch khác và hàn mép lại giao cho mình,0
dây hơi cứng tuy_nhiên cứng thì mới giữ được dt còn bền hay không xài mới bik được cho sao,0
mình mới sử_dụng được chừng tháng mà nhựa phích cắm đã bị chảy chui cắm rất là nóng mặc_dù nấu xong đã rút ra nhưng nhựa phích ngày_càng bị chảy nhiều,0
cho cái đồng_hồ hết pin không hoạt_động túi nhăn_nhúm mỏng_manh sao về chỗ,0
không hài_lòng không thấy kiến ăn và chết,0
sản_phẩm cũng được nhưng không cứng lắm độ dài khs ngắn,0
dây quay dễ đứt giữ nhiệt kém,0
mới dùng khá ít mà đã hỏng kẹt nút chuột phải thất_vọng,0
ghế bị hỏng sau hơn một năm sử_dụng do mâm ghế có mối hàn chất_lượng kém dẫn đến bị gãy,0
đèn không được sáng lắm pin không được lâu,0
sản_phẩm không tốt nhé mọi người ống nhỏ nước yếu mua phí tiền lắm,0
hàng giao trễ gần ngày hộp thì đóng_gói quá tệ hộp sản_phẩm rách tệ chất_lượng sản_phẩm tạm ổn,0
thảm được giao bên ngoaì gói khá cẩn_thận nhưng mở ra bên trong nilon bị rách và thảm cũng xước mất vài miếng,0
cá muối mặn lắm không ăn nổi,0
được như quảng_cáo kém,0
nhựa rẻ_tiền,0
dầu_gội tệ lắm,0
về cơ_bản thì không nên mua nhựa không đảm_bảo an_toàn thực_phẩm,0
cảm_thấy bị lừa_dối vì mua hàng nhưng quà khuyến_mãi không có nhưng lại để là có,0
quá tệ không phải mùi của hygiene mẫu của mình sáng mùi thơm dễ_chịu mùi của cửa_hàng quá gắt hèn_gì rẻ khônghiểu sao có nhiều ng review khôngcó tâm như vâyh,0
mua về vỏ đóng_gói sơ_sài thêm bị bể bên trong thật là tệ_hại,0
cá này không phải là cá dứa nhé các bạn hàng này là cá_tra hoặc cá ba_sa giá_cả theo đúng loại cá thôi không phải cá dứa,0
chán và thất_vọng không được như quảng_cáo,0
giấy dùng kém chất_lượng,0
giao hàng cũ đã qua sử_dụng gãy bể tùm_lum thùng hàng khui sẵn mất uy_tín,0
giao hàng rất trễ còn không nhận được bất_cứ thông_tin phản_hồi nào về vấn_đề này,0
tôi mua và sử_dụng không được thiết_bị lúc ăn điện lúc không ăn điện tiki hỗ_trợ tôi đổi thiết_bị khác,0
chất_lượng quá tệ không đúng như quảng_cáo,0
giao hàng quá chậm gần tháng mới nhận được hàng,0
mình mới mua lần đầu_tiên nhưng khi nhận hàng thì thùng giấy ngoài bị rách đường lật hộp sữa xem hạn sử_dụng thì phát_hiện đích hộp khác với hộp bình_thường nên không biết là sữa thật hay giả nữa không dám cho bé uống thất_vọng,0
chất_lượng hình_ảnh ổn chất_lượng âm_thanh quá tệ không nghe được gì cả các bạn nên cân_nhắc nếu quan_tâm âm_thanh,0
loa camera không nghe được yêu_cầu trả hàng,0
sau một thời_gian dùng chuột bị auto click không biết hàng lưu kho hay lỗi nsx,0
đã mua thử bịch rất thơm nhé khi quần_áo phơi khô xong toả lên mùi thơm dịu nhẹ sang_trọng hôm_nay vừa đặt mua của cửa_hàng thêm bịch nữa nhưng nay bịch nhận rồi thì không có mùi thơm và sợi vải rất cứng thì ra cửa_hàng này nhử khách_hàng mua lần đầu bán cho loại thật lần sau mua thì bán hàng giả sửa lại cho cửa_hàng sao,0
dây kéo không ổn kéo ra kéo vô nhiều rách hư không okhông cho lắm,0
không phù_hợp không phu hợp,0
hiệu_quả không như mong_muốn chất_lượng không thơm,0
mở nắp hơi khó khi mở nắp dễ bị rớt nước nóng vào tay,0
hàng khác với hình_ảnh usb receiver không khớp rất khó cắm vào cổng usb nút nhấn lún quá sâu khi click chuột,0
chất_lượng kém,0
giao thiếu quà tặng không hỗ_trợ,0
thương_hiệu lớn mà giữ nhiệt chỉ được giờ quá tệ thua hàng trung_quốc luôn,0
chuột dùng cũng tạm thui kéo con_lăn kêu lớn_tiếng quá,0
mua lần thứ của cửa_hàng nhưng cảm_thấy thất_vọng lần chưa bị bóc vỏ nhưng bên dưới đế con chuột có vết xước bỏ_qua đến lần này mua tặng thầy giờ bị khui hẳn ra con chuột nhìn không xầy nhiều như con chuột trước đề_nghị tiki kiểm_tra giờ tặng con chuột như_vầy tôi rất ngại,0
bán quá đắt cửa_hàng bên đây bán đắt hơn bên sh pee nữa bên kia bán nguyên combo có không thôi ngay ngày luôn,0
không có quà tặng săn sale rẻ thành đắt,0
lần này mua hộp sữa bị móp thất_vọng,0
lòng nồi không tháo rời khó vệ_sinh và nguy_hiểm khi rửa vì có mạch điện dưới đáy nồi và không được thực_hiện trả hàng,0
các chốt gài bị gãy không lắp_ráp được,0
rất tệ,0
mình nhận hàng và sản_phẩm bị thủng nhiều chỗ mình yêu_cầu đổi lại sản_phẩm khác ảnh mình chụp rõ_ràng vết thủng,0
đèn gì đỉnh thật mua từ tháng đến tháng vừa hét bảo_hành là hư lun,0
máy về đến đoạn kết_nối wifi không kết_nối được,0
sử_dụng được tuần thì bị hư,0
nồi tệ dùng để rán không được,0
chuột bấm không ồn cầm đầm tay nắp pin khít không kêu lách_cách giống có viền cao_su nên cầm chuột êm tuy_nhiên dễ bám bẩn và khó chùi mặc_dù đã dùng cồn,0
sạc không vô điện không dùng được,0
mới dùng chưa được bao_lâu mà cái nắp đã hỏng như_vậy lòi cả miếng xốp bên trong không biết có được bảo_hành không nữa,0
mua kính hàn có kèm đèn_pin mà giao hàng không có đèn_pin quá thất_vọng luôn,0
đóng_gói không cẩn_thận bị đổ ra cả vì bận nên không muốn đổi trả laii trải_nghiệm tệ,0
ghế_ngồi không thực_sự thoải_mái như các ghế văn_phòng phổ_thông,0
giao bình lỗi nắp nắp bị lệch không kín miệng bình,0
hình_ảnh mờ nhoè không sắc nét hình_ảnh cong không có chế_độ chỉnh thẳng ảnh như hãng khác rẻ hơn hãng khác chút nhưng chất_lượng camera kém hơn nhiều trải_nghiệm tệ,0
hàng giả nha mọi người,0
trụ ghế hơi yếu,0
